id,date,bank_category,bank_name,atms_crms_onsite,atms_crms_offsite,pos,micro_atms,bharat_qr,upi_qr,credit_cards,debit_cards,cc_pay_trns_at_pos_vol,cc_pay_trns_at_pos_val,cc_pay_trns_online_vol,cc_pay_trns_online_val,cc_pay_trns_other_vol,cc_pay_trns_other_val,cc_cash_withdraw_atm_val,cc_cash_withdraw_atm_vol,dc_pay_trns_at_pos_vol,dc_pay_trns_at_pos_val,dc_pay_trns_online_vol,dc_pay_trns_online_val,dc_pay_trns_other_vol,dc_pay_trns_other_val,dc_cash_withdraw_atm_val,dc_cash_withdraw_atm_vol,dc_cash_withdraw_pos_val,dc_cash_withdraw_pos_vol
1061,01-08-2023,Private Sector Banks,RBL Bank,371,37,928688,0,47498,90579,4715011,1711336,7279775,31906806.38,3379376,31541953.96,0,0,45867,156173.83,235625,558383.32,109841,632270.75,95,3035.54,671157,3221733.27,0,0
1062,01-08-2023,Foreign Banks,SBM Bank India,0,0,0,61881,0,0,967399,716788,405182,482154.53,677790,918264.53,0,0,3003,6582.28,18116,31511.34,16054,47669.1,0,0,103305,248696.84,0,0
1063,01-08-2023,Small Finance Banks,Shivalik Small Finance Bank,28,1,0,0,0,0,0,81162,0,0,0,0,0,0,0,0,5705,13190.04,4696,15995.19,0,0,37865,195913.6,0,0
1064,01-08-2023,Private Sector Banks,South Indian Bank,888,417,15620,0,7436,83292,296406,3752402,698174,2268092.86,648226,4350533.51,0,0,0,0,1597708,3500432.5,239720,894655.61,0,0,3173526,14695532.89,0,0
1065,01-08-2023,Foreign Banks,Standard Chartered Bank,102,67,0,0,0,0,1032911,1112443,1453079,4498581.71,1398851,6161996.05,0,0,2341,13593.86,735711,1749761.73,96209,530742.81,42,459.89,801560,3822006.37,0,0
1066,01-08-2023,Public Sector Banks,State Bank of India,25809,39483,1160480,52775,779194,2898255,17779055,261415873,28346883,93963251.63,21069535,180177760.3,0,0,127743,478369.94,45159239,98689859.49,14530223,32889165.31,1352,18749.48,186535150,919507244.9,31681,30612.8
1067,01-08-2023,Small Finance Banks,Suryoday Small Finance Bank,0,0,0,67,0,0,0,670256,0,0,0,0,0,0,0,0,28372,33126.59,706,2049.15,0,0,305018,865181.18,0,0
1068,01-08-2023,Private Sector Banks,Tamilnad Mercantile Bank,489,663,2067,0,0,97109,33009,2250668,47761,207399.31,18437,111762.78,0,0,2314,8927.83,415690,1053593.91,78370,191894.5,94,277.2,5113099,21593301.6,0,0
1069,01-08-2023,Public Sector Banks,UCO Bank,2216,226,11225,3568,902,820122,0,12516751,0,0,0,0,0,0,0,0,1655108,3294241.58,389869,1052716.66,950,14309.32,7069093,30924914.5,721,679.67
1070,01-08-2023,Small Finance Banks,Ujjivan Small Finance Bank,530,3,0,0,0,465413,0,9396854,0,0,0,0,0,0,0,0,251322,403063.27,96687,242087.61,0,0,3640027,15703942.85,63,60.6
1071,01-08-2023,Public Sector Banks,Union Bank of India,7840,2214,48455,8011,187145,273564,699897,52420990,719424,2755084.13,747555,2271407.42,0,0,19768,99129.29,7109077,14129389.65,3387342,6583539.89,2443,9220.66,46883310,139946069,21535,21260.34
1072,01-08-2023,Small Finance Banks,Unity Small Finance Bank,231,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0.2,0,0,0,0,2,0.2,0,0
1073,01-08-2023,Small Finance Banks,Utkarsh Small Finance Bank,301,7,0,559,0,27908,0,1726510,0,0,0,0,0,0,0,0,38304,66164.47,12804,29042.71,20,190.3,368959,1522539.2,0,0
1074,01-08-2023,Foreign Banks,Woori Bank,0,0,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,3246,10685.16,1334,4227.72,0,0,859,5776.91,0,0
1075,01-08-2023,Private Sector Banks,Yes Bank,1158,169,72229,92003,392284,155009459,1604645,4765005,2546435,8360191.72,1097198,10521776.51,0,0,21012,95650.05,905436,1993478.8,326035,1200397.85,52,1046.32,2964077,13322806.19,59,56.8
1076,01-09-2023,Small Finance Banks,AU Small Finance Bank,493,2,0,385,0,1099570,706404,2784983,864511,4804487.11,1083739,8711744.33,985,543.39,5194,30063,205136,508584.52,252591,1324800.95,208,3253.91,983678,6391197,357,346.7
1077,01-09-2023,Payment Banks,Airtel Payments Bank,0,0,0,93533,0,3522109,0,6793380,0,0,0,0,0,0,0,0,6002,9225.83,201977,243490.98,0,0,47695,217853.2,0,0
1078,01-09-2023,Foreign Banks,American Express,0,0,52703,0,0,0,1363023,0,1126241,8800301.6,3255777,29406026.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,01-09-2023,Private Sector Banks,Axis Bank,5940,9841,1544021,736,716608,67744063,13145726,31631497,23538845,63902082.19,21367571,98723440.84,0,0,82018,355862.7,6982994,18386371.65,3185826,14294689.91,15313,378889.37,19172823,118757739.2,0,0
1080,01-09-2023,Private Sector Banks,Bandhan Bank,433,5,46292,0,0,0,0,5627530,0,0,0,0,0,0,0,0,345855,944785.59,164718,555838.07,0,0,2361170,12561275.3,21384,20214.02
1081,01-09-2023,Foreign Banks,Bank of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,01-09-2023,Public Sector Banks,Bank of Baroda,8375,2192,28421,45302,9969,1412490,2166360,91480844,2260619,7404833.18,2236436,13144834.04,0,0,16930,78147.6,4833810,9902467.6,1130124,4112097.96,5,14.2,24812918,116494714.7,551,520.27
1083,01-09-2023,Public Sector Banks,Bank of India,5327,2901,42656,17434,0,843820,70929,49643403,144476,515100.59,60720,256924.93,0,0,9018,53869.24,3247388,6174312.93,1140481,1922317.37,0,0,16368316,64977359.94,2858,2842.5
1084,01-09-2023,Public Sector Banks,Bank of Maharashtra,1979,412,1784,1933,355014,1180119,33130,13897125,50290,208088.72,20893,113523.87,0,0,893,4113.8,1402660,2308026.31,477232,853696.13,6311,68479.69,5891546,25344237.23,0,0
1085,01-09-2023,Foreign Banks,Barclays Bank,0,0,0,0,1,0,0,841,0,0,0,0,0,0,0,0,36,191.22,10,26.38,0,0,398,3525.2,0,0
1086,01-09-2023,Private Sector Banks,CSB Bank,494,51,0,0,8415,0,38831,902043,87392,355635.3,81703,769111.58,0,0,0,0,199002,397018.45,20263,58797.21,12,77.5,461757,2235606.7,10,11.2
1087,01-09-2023,Public Sector Banks,Canara Bank,8079,4038,66225,13427,56,2716588,805175,54222425,854972,2637111.69,362306,1726103.49,0,0,85550,464084.9,7258009,16965840.39,1538830,4506637.97,4692,78141.54,33037721,151889633.8,874,699.98
1088,01-09-2023,Small Finance Banks,Capital Small Finance Bank,173,2,0,0,0,0,0,274388,0,0,0,0,0,0,0,0,31511,80003.07,6740,24353.96,0,0,122410,642039.98,0,0
1089,01-09-2023,Public Sector Banks,Central Bank of India,2857,949,2484,9254,5628,981388,0,29438355,0,0,0,0,0,0,0,0,1837320,4103623.57,324703,963037.14,0,0,8769221,39298944.18,6344,6556.35
1090,01-09-2023,Foreign Banks,Citibank,0,0,0,0,0,0,170993,0,130184,766544.39,196987,2609764.9,0,0,714,5293,0,0,0,0,0,0,0,0,0,0
1091,01-09-2023,Private Sector Banks,City Union Bank,1116,546,6308,50320,0,55817,18052,2814661,37047,156588.27,14124,150468.25,0,0,331,1822.3,545816,1321183.66,79970,204419.75,0,0,2668264,14281381.38,0,0
1092,01-09-2023,Foreign Banks,DBS Bank,458,489,541,81,0,4596,414566,1945102,386655,1716601.11,244428,1769847.37,0,0,3914,12093,311948,617254.66,146287,329754.75,0,0,911508,4465763.61,0,0
1093,01-09-2023,Private Sector Banks,DCB Bank,409,5,8200,0,9285,0,0,732137,0,0,0,0,0,0,0,0,107231,277574.69,26244,116682.09,320,9697.14,299507,1391676.82,0,0
1094,01-09-2023,Foreign Banks,Deutsche Bank,13,18,0,0,0,12,0,118020,0,0,0,0,0,0,0,0,35684,103074.84,18051,63190.65,0,0,37149,213900.97,0,0
1095,01-09-2023,Private Sector Banks,Dhanlaxmi Bank,232,42,1602,0,0,30559,10070,553506,21468,46876.8,6326,24759.34,1,9.07,206,687.9,192103,344288.53,13838,37045.42,0,0,446747,1958841.01,0,0
1096,01-09-2023,Small Finance Banks,ESAF Small Finance Bank,577,2,0,2332,0,0,0,5201591,0,0,0,0,0,0,0,0,197511,308625.51,16647,39198.48,0,0,968663,4805605.44,17,12.2
1097,01-09-2023,Small Finance Banks,Equitas Small Finance Bank,353,3,25588,303,58608,0,0,2135949,0,0,0,0,0,0,0,0,169664,339029.65,46736,179248.91,0,0,2963316,7723710.08,0,0
1098,01-09-2023,Private Sector Banks,Federal Bank,1601,334,18836,891,15001,4471297,737984,13233925,1330164,4139746.93,1391323,8097635.43,0,0,3681,16713.81,3886213,8133706.82,1531505,5388714.88,2504,34503.57,8272204,41033329.78,97,90.1
1099,01-09-2023,Small Finance Banks,Fincare Small Finance Bank,162,0,0,254,0,31707,0,5003298,0,0,0,0,0,0,0,0,48972,65072.34,12420,40503.42,0,0,965532,4837100.2,0,0
1100,01-09-2023,Payment Banks,Fino Payments Bank,0,0,0,393394,0,17612,0,7907878,0,0,0,0,0,0,0,0,185193,406559.54,11352,18055.11,0,0,2112631,6700951.05,151,91.7
1101,01-09-2023,Private Sector Banks,HDFC Bank,11058,9538,1545322,4550,1956440,0,18831933,51919168,39822882,136035404.6,29835529,250583216,0,0,193009,1141897.03,15408199,43739752.46,9957563,38353789.58,93634,1348293.32,39681940,241666186.8,7732,7692.48
1102,01-09-2023,Foreign Banks,HSBC,46,29,0,0,0,0,623751,646750,714077,2374774.03,1073527,5209417.18,0,0,1579,11534.9,253476,892641.43,0,0,0,0,222277,1266034.13,0,0
1103,01-09-2023,Private Sector Banks,ICICI Bank,9500,7201,1436353,10042,575570,3296546,15647301,32606520,18814653,72008762.41,32984367,181046659.3,28,1586.79,47517,239054,9527723,28093716.83,3836421,21113807.21,20832,204091.78,18893578,128940527.9,4,2.22
1104,01-09-2023,Private Sector Banks,IDBI Bank,2261,1060,21616,124,9856,269354,33451,11498389,68846,229915.62,47619,180891.92,0,0,344,1998.87,1556608,3305098.63,320374,911472.92,0,0,5708392,27999869.78,383,373.9
1105,01-09-2023,Private Sector Banks,IDFC First Bank,783,328,39157,11126,0,38079,1919838,6780903,2530361,9215468.73,1962189,12794338.94,0,0,26128,104125.1,841415,2081439.86,345481,3616293.15,0,0,3945222,19431995.95,0,0
1106,01-09-2023,Payment Banks,India Post Payments Bank,0,0,0,175185,0,406581,0,12668916,0,0,0,0,0,0,0,0,0,0,377745,115627.04,0,0,0,0,0,0
1107,01-09-2023,Public Sector Banks,Indian Bank,4274,592,13401,10825,0,3947277,177001,33151076,125933,443682.5,64633,331544.22,0,0,3447,22856.74,4219009,8866723.63,1456769,2815891.85,2717,42722.37,21200385,96932512.44,14283,14105
1108,01-09-2023,Public Sector Banks,Indian Overseas Bank,2785,729,0,0,0,302820,85030,17847007,71817,189017.83,24159,77972.46,0,0,2587,11984.76,2695036,5518791.87,686047,1421743.7,0,0,11685874,48727943.85,0,0
1109,01-09-2023,Private Sector Banks,IndusInd Bank,1749,1154,242627,146,58968,3656406,2533531,9182378,3690282,19273295.61,2520966,58697971.07,0,0,25975,132240,1051733,2543059.06,704794,3148587.5,838,56199.56,4642123,26674511.63,0,0
1110,01-09-2023,Private Sector Banks,Jammu & Kashmir Bank,923,628,11356,942,0,266473,108040,4108092,184206,1347476.53,103059,363670.42,0,0,9102,36908.29,2092380,2593654.02,942444,771866.97,0,0,5737810,29538221.31,0,0
1111,01-09-2023,Small Finance Banks,Jana Small Finance Bank,59,2,0,162,0,495147,0,2982952,0,0,0,0,0,0,0,0,51613,97969.12,7766,21827.98,0,0,422972,2222715.42,0,0
1112,01-09-2023,Payment Banks,Jio Payments Bank,0,0,0,0,0,13189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,01-09-2023,Private Sector Banks,Karnataka Bank,893,587,9572,0,0,65625,0,5145560,0,0,0,0,0,0,0,0,1001793,1820834.69,122286,308529.44,0,0,3987228,18200473.93,0,0
1114,01-09-2023,Private Sector Banks,Karur Vysya Bank,1429,815,8623,0,0,28877,10777,4527368,28212,180037.25,10039,122528.8,0,0,853,6360.7,1264992,2946138.31,221490,780614.27,0,887.94,4190774,20161007.08,0,0
1115,01-09-2023,Private Sector Banks,Kotak Mahindra Bank,1678,1492,82017,17705,85378,492376,5527538,30641864,6078111,21651729.02,4423299,33274108.68,0,0,44156,187957.95,3018266,6232141.73,2211843,6350490.77,0,0,12418511,53543300.55,0,0
1116,01-09-2023,Payment Banks,NSDL Payments Bank,0,0,190,469759,0,0,0,667538,0,0,0,0,0,0,0,0,881,730.43,24480,18532.71,0,0,6014,24672.42,0,0
1117,01-09-2023,Private Sector Banks,Nainital Bank,0,0,0,0,0,0,0,224256,0,0,0,0,0,0,0,0,21897,39335.46,10779,26573.05,0,0,84485,383201.29,15,13.8
1118,01-09-2023,Small Finance Banks,North East Small Finance Bank,13,1,0,0,0,0,0,394954,0,0,0,0,0,0,0,0,5865,7621.76,0,0,0,0,42932,182346.8,0,0
1119,01-09-2023,Payment Banks,Paytm Payments Bank,1,11,704551,0,0,33301474,0,32186420,0,0,0,0,0,0,0,0,292387,383616.68,854768,1809359.62,0,0,1165338,4919315.1,0,0
1120,01-09-2023,Public Sector Banks,Punjab & Sind Bank,894,26,616,193,790,91856,0,4003642,0,0,0,0,0,0,0,0,558578,1192039.29,105817,386998.49,0,0,1574869,7170502.4,0,0
1121,01-09-2023,Public Sector Banks,Punjab National Bank,8155,4490,42138,11265,659900,453808,411313,40614670,525518,1937968.75,236587,1003334.98,0,0,4931,16178.05,5526624,12689885.43,2286455,5284333.21,0,0,26539256,129606781.4,0,0
1122,01-09-2023,Private Sector Banks,RBL Bank,371,37,931294,0,47498,93582,4806304,1732377,6941265,30821495.72,3015122,30815024.2,0,0,43421,149784.58,214244,529971.94,104851,649081.69,66,2013.68,639828,3097542.89,0,0
1123,01-09-2023,Foreign Banks,SBM Bank India,0,0,0,4305,0,0,983171,728098,379300,459402.47,637042,959218.3,0,0,2626,6011.98,15938,27795.64,13001,45265.83,0,0,134045,250733.84,0,0
1124,01-09-2023,Small Finance Banks,Shivalik Small Finance Bank,29,1,0,0,0,0,0,82450,0,0,0,0,0,0,0,0,5355,12924.75,3998,15092.81,0,0,35688,188633.3,0,0
1125,01-09-2023,Private Sector Banks,South Indian Bank,890,420,15742,0,7188,84325,325323,3785157,665845,2195273.73,634775,4383638.5,0,0,0,0,1356034,2869032.92,227585,850101.79,0,0,2909422,13314014.6,0,0
1126,01-09-2023,Foreign Banks,Standard Chartered Bank,102,64,0,0,0,0,1019544,1116228,1311745,4073387.53,1329100,6072610.77,0,0,2275,13840.64,674774,1608615.67,87536,515718.43,31,698.2,767260,3747104.41,0,0
1127,01-09-2023,Public Sector Banks,State Bank of India,25736,39424,1223092,53277,803536,3021111,17873839,257923281,25873904,85097062.3,20794866,164569844.1,0,0,125865,487186.5,39478488,86389687.4,12031804,27983340.41,1393,18216.39,173919526,872254987.2,27273,24982.52
1128,01-09-2023,Small Finance Banks,Suryoday Small Finance Bank,0,0,0,67,0,0,0,682876,0,0,0,0,0,0,0,0,26546,30584.65,642,1730.82,0,0,249788,909176.72,0,0
1129,01-09-2023,Private Sector Banks,Tamilnad Mercantile Bank,490,663,2012,0,0,107305,32856,2268985,44629,199672.64,16791,107553.36,0,0,1999,8159.5,377643,930050.25,68611,163635.58,65,165.98,5053547,21272935.5,0,0
1130,01-09-2023,Public Sector Banks,UCO Bank,2242,229,11202,3568,861,856819,0,12661869,0,0,0,0,0,0,0,0,1555304,3174680.45,360189,950462.37,935,17348.06,6782744,30155210.96,657,650.4
1131,01-09-2023,Small Finance Banks,Ujjivan Small Finance Bank,541,4,0,0,0,531512,0,9542636,0,0,0,0,0,0,0,0,237038,387780.51,91873,223321.8,0,0,3475976,14989482.92,55,50.5
1132,01-09-2023,Public Sector Banks,Union Bank of India,7861,2216,42840,8016,200178,277756,727780,53029563,760676,2983660,825844,2470889.81,0,0,21602,109435.28,6374017,12535834.44,3061401,6183719.9,2481,9497.85,43168955,132642058.6,12756,12485.79
1133,01-09-2023,Small Finance Banks,Unity Small Finance Bank,231,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,5,0.12,0,0,5,0.6,0,0
1134,01-09-2023,Small Finance Banks,Utkarsh Small Finance Bank,306,7,0,564,0,29645,68,1745726,58,441.79,89,589.89,0,0,1,5,35733,66737.18,11674,28096.75,14,21.21,347381,1466119.22,0,0
1135,01-09-2023,Foreign Banks,Woori Bank,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,3116,10698.49,1295,4157.21,0,0,790,5756.45,0,0
1136,01-09-2023,Private Sector Banks,Yes Bank,1159,171,73801,75940,397040,158766061,1657850,4844567,2630346,8231692.61,984428,10220540.57,0,0,19437,88409.15,806022,1800900.62,288795,1126058.2,59,1145.13,2759407,12606990.84,113,114.9
1137,01-10-2023,Small Finance Banks,AU Small Finance Bank,493,2,0,385,0,1111684,746173,2796363,965778,5632182.43,1256470,10765851.11,991,552.95,5946,34112.3,211056,574443.73,276887,1319500.61,212,3106.11,1061313,6969114.55,453,451.5
1138,01-10-2023,Payment Banks,Airtel Payments Bank,0,0,0,97607,0,3540605,0,6957593,0,0,0,0,0,0,0,0,6727,10891.49,199394,270658.88,0,0,57853,267198.25,0,0
1139,01-10-2023,Foreign Banks,American Express,0,0,52717,0,0,0,1365100,0,1250459,10532584.82,3643797,32932233.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,01-10-2023,Private Sector Banks,Axis Bank,6021,9839,1556531,728,726827,69601206,13293075,33329123,26798031,74318524.92,27650515,142970791.3,0,0,87790,383181.25,7093459,20197190.29,3233433,14951467.33,16086,410581.34,20526891,127729345.6,0,0
1141,01-10-2023,Private Sector Banks,Bandhan Bank,433,5,47147,0,0,0,0,5744198,0,0,0,0,0,0,0,0,338638,982182.47,130194,472332.72,0,0,2317173,12557144.78,6117,7388.08
1142,01-10-2023,Foreign Banks,Bank of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,01-10-2023,Public Sector Banks,Bank of Baroda,8445,2414,31612,45030,10603,1447689,2208155,92478697,2422628,8267889.28,2514374,15100403.64,0,0,17704,81688.5,4943032,10728888.98,1030259,4147094.46,19,50.4,26070785,123224871.4,497,490.87
1144,01-10-2023,Public Sector Banks,Bank of India,5327,2901,42846,17731,0,882882,71490,49755371,152615,566356.51,70085,288935.32,0,0,10012,60658,3407786,6886050.47,1107502,1931965.46,0,0,17477557,69963130.76,2778,2774.26
1145,01-10-2023,Public Sector Banks,Bank of Maharashtra,1887,366,1781,1852,355014,1191141,33207,13413549,54932,236332.15,24900,133471.44,0,0,1017,4943.5,1483269,2591480.06,435827,791257.37,6174,68637.69,6214461,26556445.96,0,0
1146,01-10-2023,Foreign Banks,Barclays Bank,0,0,0,0,1,0,0,845,0,0,0,0,0,0,0,0,49,401.13,7,16.47,0,0,434,3960.7,0,0
1147,01-10-2023,Private Sector Banks,CSB Bank,497,50,0,0,8917,0,43632,912006,96369,410827.75,89615,855352.23,0,0,0,0,204148,400799.26,20257,62989.85,6,21.56,477058,2275220.05,8,9.3
1148,01-10-2023,Public Sector Banks,Canara Bank,8114,4043,67219,13427,56,2916410,820672,55329040,989836,3190062.18,411256,1986478.5,0,0,94424,506397.2,7581681,18576983.89,1556237,4569709.63,4305,66984.79,34586705,159184377.5,835,705.55
1149,01-10-2023,Small Finance Banks,Capital Small Finance Bank,174,2,0,0,0,0,0,274381,0,0,0,0,0,0,0,0,33518,105684.45,6501,22674.17,0,0,126368,688738.01,0,0
1150,01-10-2023,Public Sector Banks,Central Bank of India,2857,964,2541,9254,5660,1041846,0,29275304,0,0,0,0,0,0,0,0,1891641,4505576.09,320608,1043477.5,0,0,9386218,42870720.99,6709,6964.13
1151,01-10-2023,Foreign Banks,Citibank,0,0,0,0,0,0,171138,0,126016,768655.26,197474,2380936.64,0,0,682,5001.8,0,0,0,0,0,0,0,0,0,0
1152,01-10-2023,Private Sector Banks,City Union Bank,1115,541,6315,52050,0,57301,19382,2831023,43352,187787.5,16999,167863.48,0,0,325,1704.7,555080,1375782.36,76739,200723.35,0,0,2779026,14412538,0,0
1153,01-10-2023,Foreign Banks,DBS Bank,456,489,542,86,0,4769,445565,2024550,436373,1927603.36,262244,2162883.48,0,0,4114,12703.57,321847,675661.44,118860,325137.56,0,0,942847,4603662.02,0,0
1154,01-10-2023,Private Sector Banks,DCB Bank,410,5,8164,0,9498,0,0,749651,0,0,0,0,0,0,0,0,111462,301651.43,23864,116652.68,285,8127.31,339854,1512621.09,0,0
1155,01-10-2023,Foreign Banks,Deutsche Bank,13,18,0,0,0,7,0,118751,0,0,0,0,0,0,0,0,37658,117026.47,18485,63927.44,0,0,38917,226901.7,0,0
1156,01-10-2023,Private Sector Banks,Dhanlaxmi Bank,233,42,1568,0,0,30881,10202,555631,23796,54769.66,6307,21963.55,2,10.41,249,751.6,194451,363296.41,13624,37551.06,0,0,468013,2020607.18,0,0
1157,01-10-2023,Small Finance Banks,ESAF Small Finance Bank,583,2,0,2385,0,0,0,5314633,0,0,0,0,0,0,0,0,203313,318737.59,16606,41286.07,0,0,1051578,5239941.98,34,21.6
1158,01-10-2023,Small Finance Banks,Equitas Small Finance Bank,354,3,25625,302,60836,0,0,2147127,0,0,0,0,0,0,0,0,172799,357447.68,47018,184198.71,0,0,3504655,9518008.52,0,0
1159,01-10-2023,Private Sector Banks,Federal Bank,1613,281,19386,929,11997,4561482,764377,13263813,1492199,4756898.82,1562670,9527768.32,0,0,3918,17741.11,3799858,7943382.56,1549802,5491068.87,2637,36218.13,8587336,41962878.63,166,156.8
1160,01-10-2023,Small Finance Banks,Fincare Small Finance Bank,167,0,0,436,0,39712,0,5165295,0,0,0,0,0,0,0,0,44382,60238.46,8950,24269.58,0,0,938513,4731814.38,0,0
1161,01-10-2023,Payment Banks,Fino Payments Bank,0,0,0,396812,0,17619,0,8104301,0,0,0,0,0,0,0,0,190580,427878.91,10891,17477.29,0,0,2226229,7242738.16,153,94.3
1162,01-10-2023,Private Sector Banks,HDFC Bank,11166,9505,1484063,4569,1891634,0,19188698,52448484,46591670,164450561.5,33032547,287282654.9,0,0,206567,1226441.19,15602699,48178800.52,10151212,39384106.62,90648,1365371.52,41918364,255743974.9,9006,9022.38
1163,01-10-2023,Foreign Banks,HSBC,46,29,0,0,0,0,634991,665887,776758,2732391.02,1130117,5545896.73,0,0,1724,11394.13,268316,1017260,0,0,0,0,237996,1369343.03,0,0
1164,01-10-2023,Private Sector Banks,ICICI Bank,9753,7177,1489489,9835,577162,3323992,16006724,32816106,20258627,85315052.43,42598715,256265550.2,43,3043.55,62729,295560.3,9890656,31531946.1,4529369,25727048.95,21485,203267.66,19904148,133180115.4,7,2.28
1165,01-10-2023,Private Sector Banks,IDBI Bank,2268,1049,21563,122,10205,274385,33876,11556223,75946,260739.53,52911,200716.45,0,0,429,2391,1625552,3655754.48,330913,981957.89,0,0,6047575,29898116.43,408,398.33
1166,01-10-2023,Private Sector Banks,IDFC First Bank,803,304,40072,11194,0,38079,1981856,6641387,2968242,10685816.59,2151553,13990338.32,0,0,28559,117952.2,860037,2367247.75,351438,4139324.11,0,0,4226567,20785657.86,0,0
1167,01-10-2023,Payment Banks,India Post Payments Bank,0,0,0,210628,0,477191,0,13094570,0,0,0,0,0,0,0,0,0,0,345386,110143.67,0,0,0,0,0,0
1168,01-10-2023,Public Sector Banks,Indian Bank,4282,595,22679,10835,0,3512171,181869,33037570,139700,526410.59,69949,391261.94,0,0,4061,27031.38,4116541,9089571.21,1218718,2547298.8,2796,44424.37,22069948,101492209.4,15399,15322.7
1169,01-10-2023,Public Sector Banks,Indian Overseas Bank,2787,728,0,0,0,309808,84075,18052283,79685,218901.36,24590,83701.38,0,0,2776,13160.8,2849800,6088601.51,662609,1423548.9,0,0,12187005,50731083.99,0,0
1170,01-10-2023,Private Sector Banks,IndusInd Bank,1764,1153,226405,146,59077,3667592,2602914,9172877,4011764,21495963.43,2610437,57774532.96,0,0,27442,138679.39,1072838,2788450.32,689581,3711506.95,993,52657.23,4889780,30478539.41,0,0
1171,01-10-2023,Private Sector Banks,Jammu & Kashmir Bank,930,628,11777,942,0,328240,109695,4130699,186889,1413009.2,114013,420829.88,0,0,9089,37370.26,2060153,2910246.04,1048559,831731.77,0,0,5746076,31262529.7,0,0
1172,01-10-2023,Small Finance Banks,Jana Small Finance Bank,59,2,0,162,0,495224,0,3015122,0,0,0,0,0,0,0,0,51959,98601.29,8055,20860.21,0,0,371502,1865050.26,0,0
1173,01-10-2023,Payment Banks,Jio Payments Bank,0,0,0,0,0,14458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,01-10-2023,Private Sector Banks,Karnataka Bank,899,587,9674,0,0,67579,0,5111068,0,0,0,0,0,0,0,0,1022773,1973281.69,115705,295973.91,0,0,4083499,18685268.04,0,0
1175,01-10-2023,Private Sector Banks,Karur Vysya Bank,1436,813,8804,0,0,29766,10863,4564002,31019,197434,11111,129305.83,0,0,798,5905.6,1358074,3283790.88,232039,826231.45,0,922.68,4711233,22605165.87,0,0
1176,01-10-2023,Private Sector Banks,Kotak Mahindra Bank,1695,1497,85285,17741,91307,500605,5674306,31219431,7050325,24459872.75,5352441,47052261.72,0,0,45546,194246.82,3116613,6926183.45,2461457,8745299.29,0,0,13568103,58157054.08,0,0
1177,01-10-2023,Payment Banks,NSDL Payments Bank,0,0,190,453536,0,0,0,689487,0,0,0,0,0,0,0,0,1296,1322.6,28604,22452.52,0,0,7361,30842.44,0,0
1178,01-10-2023,Private Sector Banks,Nainital Bank,0,0,0,0,0,0,0,228266,0,0,0,0,0,0,0,0,21263,43051.65,9748,27603.88,0,0,89968,418919.78,18,11.4
1179,01-10-2023,Small Finance Banks,North East Small Finance Bank,13,1,0,0,0,0,0,396434,0,0,0,0,0,0,0,0,6066,8733.14,0,0,0,0,46573,196581.2,0,0
1180,01-10-2023,Payment Banks,Paytm Payments Bank,1,10,729338,0,0,33963628,0,32218748,0,0,0,0,0,0,0,0,287675,401742.78,813168,1926223.21,0,0,1225875,5255120.15,0,0
1181,01-10-2023,Public Sector Banks,Punjab & Sind Bank,899,26,531,180,706,93656,0,4030168,0,0,0,0,0,0,0,0,512711,1215117.92,94440,365985.96,0,0,1547391,7191910.4,0,0
1182,01-10-2023,Public Sector Banks,Punjab National Bank,8152,4482,41016,11265,661133,470386,435619,40790698,546325,2187578.74,250579,1146528.44,2,85,5130,16332,5769565,14284748.54,2164734,5320264.43,0,0,28574989,141247900.8,0,0
1183,01-10-2023,Private Sector Banks,RBL Bank,371,37,936253,0,47498,101211,4878164,1762304,7590496,34555149.27,3330968,36256070.44,0,0,45095,159403,224542,574168.12,110412,697661.54,92,2434.39,690404,3342814.48,0,0
1184,01-10-2023,Foreign Banks,SBM Bank India,0,0,0,2050,0,0,972776,734483,387917,472346.8,670738,962529.69,0,0,2428,5774.01,14636,30000.75,13863,53114.98,0,0,180800,313929.29,0,0
1185,01-10-2023,Small Finance Banks,Shivalik Small Finance Bank,27,0,0,0,0,0,0,82588,0,0,0,0,0,0,0,0,5375,12534.25,4244,17443.77,0,0,37107,195620.1,0,0
1186,01-10-2023,Private Sector Banks,South Indian Bank,892,420,15917,0,7802,85442,343731,3854521,762029,2615181.9,748869,5231925.13,0,0,0,0,1325568,2857630.15,226880,867888.45,0,0,3054360,14140482.44,0,0
