id,date,bank_category,bank_name,atms_crms_onsite,atms_crms_offsite,pos,micro_atms,bharat_qr,upi_qr,credit_cards,debit_cards,cc_pay_trns_at_pos_vol,cc_pay_trns_at_pos_val,cc_pay_trns_online_vol,cc_pay_trns_online_val,cc_pay_trns_other_vol,cc_pay_trns_other_val,cc_cash_withdraw_atm_val,cc_cash_withdraw_atm_vol,dc_pay_trns_at_pos_vol,dc_pay_trns_at_pos_val,dc_pay_trns_online_vol,dc_pay_trns_online_val,dc_pay_trns_other_vol,dc_pay_trns_other_val,dc_cash_withdraw_atm_val,dc_cash_withdraw_atm_vol,dc_cash_withdraw_pos_val,dc_cash_withdraw_pos_vol
571,01-12-2022,Public Sector Banks,Punjab & Sind Bank,787,22,1063,357,1158,26696,0,3606404,0,0,0,0,0,0,0,0,670643,1484115.42,134199,430963.98,0,0,1594156,7353287.7,0,0
572,01-12-2022,Public Sector Banks,Punjab National Bank,8150,4807,46519,11265,620708,62420,317715,41052957,485301,1590175.3,197891,697239.06,0,0,4653,14583.95,7044170,15447154.66,3379060,6555496.05,0,0,27189825,132930191,0,0
573,01-12-2022,Private Sector Banks,RBL Bank,373,40,895557,0,47378,73535,4237024,1537173,7178597,30138965.96,3159696,23948687.16,0,0,45500,142523.45,293909,636616.56,124260,463774.06,146,7754.66,641659,3178010.02,0,0
574,01-12-2022,Foreign Banks,SBM Bank India,0,0,0,337076,0,0,968018,470671,481896,1522199.82,1069583,4358637.34,0,0,51011,308768.65,19795,47319.39,58118,137272.98,0,0,52249,142669.37,0,0
575,01-12-2022,Small Finance Banks,Shivalik Small Finance Bank,31,1,77,295,0,447,0,86681,0,0,0,0,0,0,0,0,6362,13509.86,5691,16552.29,0,0,35686,187555.6,0,0
576,01-12-2022,Private Sector Banks,South Indian Bank,857,420,14045,0,6083,67396,186575,3545940,492577,1560271.05,448386,2955943.9,0,0,0,0,1852567,3528509.54,300329,848582.3,0,0,3297166,14830814.95,0,0
577,01-12-2022,Foreign Banks,Standard Chartered Bank,99,73,0,0,0,0,1073904,1154130,1584838,4950860.97,1400006,6449094.76,0,0,2708,16640.5,1081397,2356874.38,133610,634969.57,31,612.06,964832,4624045.45,0,0
578,01-12-2022,Public Sector Banks,State Bank of India,25686,39964,1125659,51795,571649,2117868,15883906,272999290,26966567,80666558.47,19196584,156819069.1,0,0,117205,439215.32,53776881,109832329.4,21368886,41046286.24,1882,25410.02,196412780,954396058,52042,49927.63
579,01-12-2022,Small Finance Banks,Suryoday Small Finance Bank,0,0,0,67,0,0,0,546338,0,0,0,0,0,0,0,0,11690,17534.77,1702,5382.8,0,0,148923,420914.48,0,0
580,01-12-2022,Private Sector Banks,Tamilnad Mercantile Bank,482,666,4593,0,0,0,40997,2161226,57580,261914.41,12776,67705.54,0,0,2561,9733.1,480707,1043635.88,101030,201076.24,95,296.26,5179329,21797166.8,0,0
581,01-12-2022,Public Sector Banks,UCO Bank,2194,216,10402,3568,1490,525657,0,12163701,0,0,0,0,0,0,0,0,2065550,3803286.31,457001,1117544.37,1020,18068.83,7131900,31394716.05,1762,1389.65
582,01-12-2022,Small Finance Banks,Ujjivan Small Finance Bank,508,3,0,0,0,308359,0,8152832,0,0,0,0,0,0,0,0,294964,452965.91,116391,250220.65,0,0,3829161,15822487.65,152,142.49
583,01-12-2022,Public Sector Banks,Union Bank of India,8042,3190,41602,8032,37829,236716,575846,45693679,480809,1669794.43,286993,1129924.03,0,0,5781,46519.07,9387442,16784447.86,5268400,8760964.2,3616,13825.34,49056870,148132155.3,15246,15187.89
584,01-12-2022,Small Finance Banks,Unity Small Finance Bank,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,01-12-2022,Small Finance Banks,Utkarsh Small Finance Bank,255,8,0,520,0,13532,0,1490353,0,0,0,0,0,0,0,0,41251,68506.41,10117,22504.96,15,57.42,292308,1196344.19,0,0
586,01-12-2022,Foreign Banks,Woori Bank,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,0,0,5028,16178.39,1704,4906.24,0,0,1318,8735.68,0,0
587,01-12-2022,Private Sector Banks,Yes Bank,1073,184,65512,83717,353024,132928548,1399164,4160833,2104196,7008197.13,929749,7446178.85,0,0,21229,94710.5,1177718,2473543.06,500773,1438594.58,54,1127.18,2884516,13465972.4,610,607.75
588,01-01-2023,Small Finance Banks,AU Small Finance Bank,485,3,0,356,0,928370,418680,2425014,601536,3328694.2,709219,4302551.94,1665,835.99,5374,33231.1,238273,609225.67,251550,662656.33,175,2738.64,979181,6308578.45,338,334.8
589,01-01-2023,Payment Banks,Airtel Payments Bank,0,0,0,48575,0,4459903,0,3817705,0,0,0,0,0,0,0,0,0,0,254817,193167.22,0,0,3,1.5,0,0
590,01-01-2023,Foreign Banks,American Express,0,0,51207,0,0,0,1326051,0,1094967,8108053.46,3094806,23604038.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,01-01-2023,Private Sector Banks,Axis Bank,5620,9827,1378867,847,560053,52888182,9585255,28890599,19596982,61611990.26,12950202,56022076.78,0,0,67818,267744.18,9329694,22540609.55,3986633,13125277.07,18305,463449.9,20730852,127513891.8,0,0
592,01-01-2023,Private Sector Banks,Bandhan Bank,423,5,38431,0,0,0,0,5329042,0,0,0,0,0,0,0,0,476876,1189557.49,215592,628479.57,0,0,2584931,13316386.65,30107,29693.04
593,01-01-2023,Foreign Banks,Bank of America,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,01-01-2023,Public Sector Banks,Bank of Baroda,8799,2662,23381,40945,9372,1042439,1824299,80696087,2309745,6792765.13,2053933,10337950.3,0,0,11844,57225.4,6606778,13114662.31,2267410,5713638.3,9,24.5,26702683,124798526.3,1018,908.79
595,01-01-2023,Public Sector Banks,Bank of India,5318,2866,42778,15608,103,557616,84722,46824899,160155,552853.22,70937,253456.3,0,0,10155,59109.35,4362722,7660196.03,1597922,2554861.81,0,0,17499410,68313616.87,3385,3295.5
596,01-01-2023,Public Sector Banks,Bank of Maharashtra,1851,434,1884,1971,355014,1061100,33716,13271463,60253,235887.75,23581,119705.18,0,0,1080,4997.8,1836309,2878445.18,696053,1060806.76,7757,87052.7,6396878,26966288.48,0,0
597,01-01-2023,Foreign Banks,Barclays Bank,0,361,0,0,1,0,0,890,0,0,0,0,0,0,0,0,18,132.98,1,23,0,0,287,2449.5,0,0
598,01-01-2023,Private Sector Banks,CSB Bank,462,53,0,1188,5733,0,1400,871705,1994,10169.7,2062,22604.58,0,0,0,0,247100,441167.23,31331,69058.45,12,100.5,513844,2396451.4,10,6.4
599,01-01-2023,Public Sector Banks,Canara Bank,8097,4030,61949,10273,58,2378299,610068,49589295,809740,2288330.98,280410,1077444.94,0,0,66160,341154.3,9080661,19345274.94,1991696,4372540.87,5697,89363.12,33347105,149646726.4,1313,1120.57
600,01-01-2023,Small Finance Banks,Capital Small Finance Bank,168,2,0,0,0,0,0,207556,0,0,0,0,0,0,0,0,39130,112537.12,11658,31272.83,0,0,124582,698867.11,0,0
601,01-01-2023,Public Sector Banks,Central Bank of India,1696,324,2060,9254,7038,327546,0,28029550,0,0,0,0,0,0,0,0,2804597,6212432.55,508168,1170726.54,0,0,8798451,39090354.18,9762,9875.72
602,01-01-2023,Foreign Banks,Citibank,430,47,0,0,0,0,2477654,1237591,8666792,23629110.3,2985272,18167027.28,0,0,11451,67892.4,723109,1940295,770574,2601919.06,0,0,766718,4288467.29,0,0
603,01-01-2023,Private Sector Banks,City Union Bank,1123,563,7023,32449,0,42951,4199,2715112,7804,17196.36,2820,13708.49,0,0,97,366,791129,1635204.02,125844,264150.92,0,0,2682169,13737167.76,0,0
604,01-01-2023,Foreign Banks,DBS Bank,449,499,473,83,0,3457,171575,1841460,199132,733832.32,123739,1048166.1,0,0,2845,8847,475765,802631,140323,303198.32,0,0,1061234,4836852.16,0,0
605,01-01-2023,Private Sector Banks,DCB Bank,383,7,8727,0,7035,0,0,942892,0,0,0,0,0,0,0,0,142836,350370.65,31729,130495.76,392,13151.58,281689,1563916.95,0,0
606,01-01-2023,Foreign Banks,Deutsche Bank,13,18,0,0,0,4,0,116575,0,0,0,0,0,0,0,0,48637,129075.14,23217,69721.49,0,0,46228,254339.94,0,0
607,01-01-2023,Private Sector Banks,Dhanlaxmi Bank,225,42,1472,0,0,27100,8781,533066,22238,46552.74,6011,19197.44,9,28.04,202,673.6,247915,399335.22,22532,56936.61,0,0,482142,2062798.39,0,0
608,01-01-2023,Small Finance Banks,ESAF Small Finance Bank,501,2,0,1802,0,0,0,4920739,0,0,0,0,0,0,0,0,257621,343930.13,17068,33985.85,0,0,995372,4645290.77,51,35.9
609,01-01-2023,Small Finance Banks,Equitas Small Finance Bank,345,3,22008,287,41285,0,0,3237558,0,0,0,0,0,0,0,0,245605,412623.65,75002,302062.91,0,0,1267202,3577094.26,0,0
610,01-01-2023,Private Sector Banks,Federal Bank,1549,350,18268,0,61809,3874238,491928,12092975,1127130,3445976.66,1069702,5788406.11,0,0,4342,18537.8,5015373,9290072.71,1699018,4276755.36,2336,29062.32,9194584,44634147.32,215,185.61
611,01-01-2023,Small Finance Banks,Fincare Small Finance Bank,138,0,0,0,0,0,0,4249826,0,0,0,0,0,0,0,0,48300,62346.35,5817,10944.22,0,0,784622,3921973.03,0,0
612,01-01-2023,Payment Banks,Fino Payments Bank,0,0,0,360336,0,18713,0,6219214,0,0,0,0,0,0,0,0,204988,455859.61,15928,20391.83,0,0,1842123,5811602.88,189,111.49
613,01-01-2023,Private Sector Banks,HDFC Bank,9834,9391,1568092,4232,1682104,0,17235273,50135874,33708287,130533153.6,29259189,221783617.6,0,0,210331,1189854.75,21043810,54080883.94,13615454,39580662.02,95602,1594359.81,40939446,244580730.1,67209,67152
614,01-01-2023,Foreign Banks,HSBC,46,28,0,0,0,0,684237,574279,738636,2437867.17,1045794,4904598.38,0,0,1663,13031.38,320258,989933.32,0,0,0,0,254343,1432087.11,0,0
615,01-01-2023,Private Sector Banks,ICICI Bank,8891,7709,1224102,9393,556911,2796507,13655812,32681104,19826650,69055283.21,28361957,148918551.7,37,1472,53319,260383.4,13449806,36178776.82,5258185,19832941.75,25073,248060.49,21393532,140080611.9,15,5.32
616,01-01-2023,Private Sector Banks,IDBI Bank,2235,1116,22335,196,8033,221556,44023,12262322,74743,226300.18,46374,161824.29,0,0,482,2717.5,2143820,4280946.56,427873,1022798.89,0,0,6356308,30827893.02,338,336.12
617,01-01-2023,Private Sector Banks,IDFC First Bank,644,243,35253,10103,0,38079,1420664,5969226,2099531,6903395.41,1701086,10961000,0,0,23654,88368.2,1069241,2304003.56,371464,1576090.73,0,0,3834658,18890594.15,0,0
618,01-01-2023,Payment Banks,India Post Payments Bank,0,0,0,149611,0,122293,0,8884477,0,0,0,0,0,0,0,0,0,0,448910,588058.72,0,0,0,0,0,0
619,01-01-2023,Public Sector Banks,Indian Bank,4366,604,14837,10329,0,1183552,154234,29042234,137416,465406.44,68539,276570.87,0,0,3196,21153.82,5072748,10012647.5,2032739,3516055.85,4319,65661.12,20180616,93338086.41,62263,62121.06
620,01-01-2023,Public Sector Banks,Indian Overseas Bank,2710,749,0,0,0,247753,77361,16102621,71618,180397.64,25199,70552.45,0,0,2288,10789.07,3373955,6374054.83,936804,1696392.83,0,0,15223592,62636851.59,0,0
621,01-01-2023,Private Sector Banks,IndusInd Bank,1664,1242,260049,146,58134,3212004,2117950,8137752,3658870,18046665.89,2353655,46604269.5,0,0,26999,134792.09,1386630,3172239.22,838206,2794797.06,895,55422.56,5155183,25422980.29,0,0
622,01-01-2023,Private Sector Banks,Jammu & Kashmir Bank,859,622,11633,945,0,118771,87500,3772532,172433,1092785.59,124877,333182.49,0,0,7079,28062.5,1624539,2864851.77,2763069,1215350.79,0,0,5507801,27698898.12,4,3.9
623,01-01-2023,Small Finance Banks,Jana Small Finance Bank,59,2,0,159,0,494587,0,2668149,0,0,0,0,0,0,0,0,54858,92520.18,8146,18957.07,0,0,386609,2012098.7,0,0
624,01-01-2023,Payment Banks,Jio Payments Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,01-01-2023,Private Sector Banks,Karnataka Bank,873,587,9347,0,0,45909,0,5178073,0,0,0,0,0,0,0,0,1582146,2394065.45,202179,436936.6,0,0,4360525,19411367.13,0,0
626,01-01-2023,Private Sector Banks,Karur Vysya Bank,1386,841,11570,0,0,23108,9965,4207271,30888,192614.27,8595,95900.99,0,0,870,6698.45,1736916,3703828.52,306498,913396.45,9032,196908.66,4842681,22925560.57,0,0
627,01-01-2023,Private Sector Banks,Kotak Mahindra Bank,1495,1361,71645,11267,54430,384910,4809780,27626811,5360673,17500164.12,4223221,25841754.1,0,0,48881,179613.18,4117389,8009774.33,2926013,6757732.04,0,0,11700286,53201088.89,0,0
628,01-01-2023,Payment Banks,NSDL Payments Bank,0,0,0,247004,0,0,0,480639,0,0,0,0,0,0,0,0,794,752.55,36230,18872.85,0,0,4235,16127.36,0,0
629,01-01-2023,Private Sector Banks,Nainital Bank,0,0,0,0,0,0,0,200911,0,0,0,0,0,0,0,0,28819,52235.41,15909,34273.09,0,0,92367,423362.2,26,20.3
630,01-01-2023,Small Finance Banks,North East Small Finance Bank,10,1,0,0,0,0,0,381660,0,0,0,0,0,0,0,0,13372,18587.16,0,0,0,0,52294,209241.12,0,0
631,01-01-2023,Payment Banks,Paytm Payments Bank,1,62,571971,0,0,28036489,0,37850239,0,0,0,0,0,0,0,0,481539,605297.76,1368463,2172130.55,0,0,1563406,6280297.32,0,0
632,01-01-2023,Public Sector Banks,Punjab & Sind Bank,797,21,1005,357,1099,29578,0,3633066,0,0,0,0,0,0,0,0,651857,1478383.97,107909,360598.98,0,0,1564920,7176403,0,0
633,01-01-2023,Public Sector Banks,Punjab National Bank,8129,4773,45730,11265,618027,76450,324010,41657959,491125,1625206.02,190708,686020.1,0,0,4293,13563.39,6760160,15174020.17,3301144,6750600.67,0,0,27020904,131984291.2,0,0
634,01-01-2023,Private Sector Banks,RBL Bank,371,39,873821,0,47441,74672,4319355,1558896,7187059,30391780.82,3220684,23457937.23,0,0,44077,140310.67,276774,612893.67,117681,467582.42,120,7162.07,640645,3157272.31,0,0
635,01-01-2023,Foreign Banks,SBM Bank India,0,0,0,346949,0,0,1003949,535402,492103,1706836.53,1165679,4123518.53,0,0,46580,283404.62,52162,83484.62,29496,105328.52,0,0,82711,191510.83,0,0
636,01-01-2023,Small Finance Banks,Shivalik Small Finance Bank,32,1,0,279,0,0,0,88305,0,0,0,0,0,0,0,0,6341,14452.7,5265,16136.55,0,0,36973,195039.1,0,0
637,01-01-2023,Private Sector Banks,South Indian Bank,858,419,14260,0,6362,71576,195708,3723175,520294,1611604.15,444731,2905153.81,0,0,0,0,1713802,3288343.61,288334,860345.25,0,0,3156602,14254095,0,0
638,01-01-2023,Foreign Banks,Standard Chartered Bank,103,73,0,0,0,0,1066900,1153786,1526305,4752186.97,1383115,6290158.34,0,0,2761,16750.2,958437,2056326.2,126914,608825.61,39,632.7,872297,4105762.36,0,0
639,01-01-2023,Public Sector Banks,State Bank of India,25649,39993,1138665,51935,577624,2164013,16210142,273051248,27371804,82482572.76,20132186,160489330.6,0,0,122676,445458.63,50761596,104614478.7,20653288,40018044.55,1739,24579.57,191631604,924421767.6,47733,44843.08
640,01-01-2023,Small Finance Banks,Suryoday Small Finance Bank,0,0,0,67,0,0,0,557093,0,0,0,0,0,0,0,0,19072,25513.87,2055,5407.39,0,0,185693,567078.26,0,0
641,01-01-2023,Private Sector Banks,Tamilnad Mercantile Bank,482,666,5916,0,0,0,40939,2169669,58003,253207.44,12658,64623.97,0,0,2424,9138.3,456269,1013301.4,96470,192889.91,85,257.39,4883615,20451724.6,0,0
642,01-01-2023,Public Sector Banks,UCO Bank,2199,217,10573,3568,1467,549858,0,12318323,0,0,0,0,0,0,0,0,1982253,3705329.6,438520,1112199.58,945,13896.03,7031156,31006515.57,1454,1359.19
643,01-01-2023,Small Finance Banks,Ujjivan Small Finance Bank,508,3,0,0,0,325958,0,8416877,0,0,0,0,0,0,0,0,301846,462341.19,117265,259287.88,0,0,3530737,15606242.94,125,101.7
644,01-01-2023,Public Sector Banks,Union Bank of India,8042,3190,40128,8017,40789,237312,601682,46762427,605637,2046632.56,354958,1330576.4,0,0,7630,53771.4,8460349,15209066.77,4511557,7646176.27,3343,12698.37,48209940,140472902,15864,15922.23
645,01-01-2023,Small Finance Banks,Unity Small Finance Bank,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,01-01-2023,Small Finance Banks,Utkarsh Small Finance Bank,267,7,0,529,0,14431,0,1515458,0,0,0,0,0,0,0,0,36601,61945.14,9811,21930.59,13,183.5,287942,1215179.89,0,0
647,01-01-2023,Foreign Banks,Woori Bank,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,4523,13110.57,1386,5110.43,0,0,1234,8526.23,0,0
648,01-01-2023,Private Sector Banks,Yes Bank,1078,185,67952,84223,357572,136154954,1354214,4221468,2128313,7035237.29,935588,7405432.92,0,0,22000,97310.45,1084456,2329896.8,479468,1410544.71,44,961.81,2881116,13365460.3,635,632.8
649,01-02-2023,Small Finance Banks,AU Small Finance Bank,488,3,0,361,0,962708,457428,2475878,589071,3377510.34,717449,4639119.87,1593,782.31,4466,27127,219290,549731.69,239306,632681.35,199,3258.28,952967,6266653.05,407,406.8
650,01-02-2023,Payment Banks,Airtel Payments Bank,0,0,0,54391,0,4566269,0,4041532,0,0,0,0,0,0,0,0,2853,170.2,213080,168774.84,0,0,22,68.17,0,0
651,01-02-2023,Foreign Banks,American Express,0,0,51914,0,0,0,1334755,0,981935,7392595.98,3024791,24941714.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,01-02-2023,Private Sector Banks,Axis Bank,5723,9788,1392838,847,571867,54739397,9785800,29083053,17664805,55024117.67,11624215,51820168.97,0,0,60524,242428.14,8195807,19735718.24,3515862,11771676.7,17282,439772.56,19361301,120874012.6,0,0
653,01-02-2023,Private Sector Banks,Bandhan Bank,432,5,39248,0,0,0,0,5372087,0,0,0,0,0,0,0,0,425516,1090410.88,189067,585010.41,0,0,2424377,12742861.93,28540,28758.67
654,01-02-2023,Foreign Banks,Bank of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,01-02-2023,Public Sector Banks,Bank of Baroda,8772,2643,22655,41625,7665,1082680,1888684,81510140,2059637,6220913.18,1833158,9767627.06,0,0,9354,46781.9,5944404,11688350.96,1826493,4942634.61,8,15.65,25280589,120196653.3,910,837.39
656,01-02-2023,Public Sector Banks,Bank of India,5323,2886,42701,15608,103,608474,84801,47251202,142422,507585.41,62166,224711.23,0,0,9334,55504.21,3928941,6995597.47,1458387,2336168.27,0,0,16614773,66267389.18,1988,1943.28
657,01-02-2023,Public Sector Banks,Bank of Maharashtra,1884,430,1914,1782,355014,1069836,33639,13296825,51567,208526.54,21402,110223.79,0,0,852,3962.3,1639749,2570241.49,618127,928453.7,7504,85000.61,5932104,25729052.18,0,0
658,01-02-2023,Foreign Banks,Barclays Bank,0,363,0,0,1,0,0,889,0,0,0,0,0,0,0,0,9,79.06,2,0.69,0,0,285,2271.3,0,0
659,01-02-2023,Private Sector Banks,CSB Bank,469,53,0,1188,5849,0,3421,878379,4999,23368.67,3482,45337.62,0,0,0,0,217583,380290.58,28039,64918.71,10,93.2,485803,2299175,18,14.5
660,01-02-2023,Public Sector Banks,Canara Bank,8100,4028,62673,10997,58,2465795,615427,50582378,691272,2005915.85,301278,1177480.2,0,0,62469,326006,7720155,16462205.66,2200384,4743194.45,5185,81981.64,31913729,145135906.6,1309,1081.8
661,01-02-2023,Small Finance Banks,Capital Small Finance Bank,168,2,0,0,0,0,0,200240,0,0,0,0,0,0,0,0,36540,106653.51,10414,28035.78,0,0,118847,669931.8,0,0
662,01-02-2023,Public Sector Banks,Central Bank of India,1933,324,2103,9254,7098,487993,0,28316825,0,0,0,0,0,0,0,0,2523211,5566694.9,450742,1037175.9,0,0,8468892,38408258.9,9347,9826.32
663,01-02-2023,Foreign Banks,Citibank,0,0,0,0,0,0,2217801,981783,7340481,20507637.17,2571051,16237067.22,0,0,9397,58222.14,607147,1640706.92,673332,2175877.39,0,0,688614,3893864.48,0,0
664,01-02-2023,Private Sector Banks,City Union Bank,1118,554,6990,33187,0,44506,4602,2730473,6679,13485.78,2612,10649.89,0,0,52,155.9,687452,1421277.46,112838,244400.77,0,0,2538994,13530126.29,0,0
665,01-02-2023,Foreign Banks,DBS Bank,449,497,478,92,0,2942,196282,1854342,191748,726665.44,115783,1018830.17,0,0,2720,7912.5,422444,716075.36,127027,281530.1,0,0,996902,4651814.96,0,0
666,01-02-2023,Private Sector Banks,DCB Bank,388,5,8612,0,7992,0,0,944720,0,0,0,0,0,0,0,0,126264,310304.64,27816,114646.05,356,12502.31,263776,1476875.79,0,0
667,01-02-2023,Foreign Banks,Deutsche Bank,13,18,0,0,0,6,0,117661,0,0,0,0,0,0,0,0,42892,113805.36,20841,59827.4,0,0,43002,242521.57,0,0
668,01-02-2023,Private Sector Banks,Dhanlaxmi Bank,226,42,1481,0,0,27705,8973,532329,18879,38873.81,5378,18515.36,11,29.96,189,625.8,224143,360894.18,19871,50525.03,0,0,458281,1985279.85,0,0
669,01-02-2023,Small Finance Banks,ESAF Small Finance Bank,514,2,0,1898,0,0,0,4955099,0,0,0,0,0,0,0,0,244804,315540.34,16396,32799.46,0,0,952993,4523573.49,46,26.35
670,01-02-2023,Small Finance Banks,Equitas Small Finance Bank,346,3,22866,293,44150,0,0,3262002,0,0,0,0,0,0,0,0,212438,360144.98,54944,254850.49,0,0,1175594,3399150.4,0,0
671,01-02-2023,Private Sector Banks,Federal Bank,1552,350,18428,0,55639,3933461,523742,13154220,1045804,3137446.23,963330,5458839.16,0,0,3798,16246.3,4425685,7815451.06,1592458,3838091.79,2185,26857.59,8598528,41855934.93,178,156.51
672,01-02-2023,Small Finance Banks,Fincare Small Finance Bank,142,0,0,0,0,0,0,4366092,0,0,0,0,0,0,0,0,44104,59091.32,4966,9598.57,0,0,769339,3885998.35,0,0
673,01-02-2023,Payment Banks,Fino Payments Bank,0,0,0,364808,0,18986,0,6442887,0,0,0,0,0,0,0,0,205023,461183.3,15894,20962.69,0,0,1881758,6065682.27,186,121.3
674,01-02-2023,Private Sector Banks,HDFC Bank,9834,9391,1604394,4232,1808370,0,17299140,50793102,29763846,119374482.9,26716589,208793582.1,0,0,191170,1112771.81,18447791,47729776.96,11999672,34774477.35,92015,1507304.37,39009051,237023497.7,62788,62779.13
675,01-02-2023,Foreign Banks,HSBC,46,28,0,0,0,0,691183,572083,663096,2228582.01,952704,4310121.38,0,0,1477,12372.65,291532,899481.8,0,0,0,0,237968,1337484.94,0,0
676,01-02-2023,Private Sector Banks,ICICI Bank,8926,7647,1240316,9452,558952,3017002,13738355,32622979,17457278,60331002.68,25009601,138134685.1,37,2026.96,46969,230383.3,11674761,31223687.35,4545644,17088640.89,23477,230517.22,20021229,133737020.8,13,6.59
677,01-02-2023,Private Sector Banks,IDBI Bank,2240,1114,22012,191,8212,223991,44360,11433773,64563,199014,42034,150325.18,0,0,416,2294.7,1919154,3830175.84,388196,965059.28,0,0,5987381,29715971.78,328,327.07
678,01-02-2023,Private Sector Banks,IDFC First Bank,646,249,36587,10677,0,38079,1480696,6110755,1894721,6371934.06,1564042,10425484.2,0,0,22133,82890.4,1007431,2123957.42,352394,1507503.07,0,0,3795572,18941001.89,0,0
679,01-02-2023,Payment Banks,India Post Payments Bank,0,0,0,161881,0,126487,0,9242521,0,0,0,0,0,0,0,0,0,0,578236,341221.87,0,0,0,0,0,0
680,01-02-2023,Public Sector Banks,Indian Bank,4354,593,14856,10374,0,1545707,159407,31055145,120530,404719.62,61954,261763.23,0,0,3091,20612.26,4469710,8706859.53,1798252,3115453.57,4508,69887.18,19320244,90745899.29,48682,48571.22
681,01-02-2023,Public Sector Banks,Indian Overseas Bank,2687,750,0,0,0,253833,79323,16291382,65831,168551.16,24453,70853.28,0,0,2241,10226.25,2995806,5596584.76,842094,1561084.16,0,0,14343417,59915530.67,0,0
682,01-02-2023,Private Sector Banks,IndusInd Bank,1669,1217,262383,146,58538,3266944,2169062,8266884,3305967,16389976.82,2181512,48113698.28,0,0,24771,123794.3,1238518,2854139.47,787832,2690790.78,926,64887.02,4650115,24639175.54,0,0
683,01-02-2023,Private Sector Banks,Jammu & Kashmir Bank,859,622,11611,945,0,123833,83312,3817331,171584,1130824.45,107018,330443.47,0,0,7331,29640.3,1808876,2913483.82,1914238,1059441.93,0,0,5656950,28308198.19,4,3.6
684,01-02-2023,Small Finance Banks,Jana Small Finance Bank,59,2,0,158,0,494657,0,2704951,0,0,0,0,0,0,0,0,46177,74039.81,7286,15666.78,0,0,316636,1601441.5,0,0
685,01-02-2023,Payment Banks,Jio Payments Bank,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,01-02-2023,Private Sector Banks,Karnataka Bank,876,585,9382,0,0,49437,0,5189151,0,0,0,0,0,0,0,0,1398125,2154753.3,178864,393686.72,0,0,4019711,18294561.9,0,0
687,01-02-2023,Private Sector Banks,Karur Vysya Bank,1396,841,11534,0,0,23807,10453,4247580,27488,179959.33,8743,95219.71,0,0,774,6027.39,1512239,3278032.23,273527,836385.69,8877,190999.38,4547323,21811500.78,0,0
688,01-02-2023,Private Sector Banks,Kotak Mahindra Bank,1511,1361,74660,11445,52757,413051,4885328,28037247,4888809,17776475.08,3887077,24800408.68,0,0,44535,168067.34,3782680,7164917.11,2670686,6015969.48,0,0,10789985,49993916.83,0,0
689,01-02-2023,Payment Banks,NSDL Payments Bank,0,0,0,299656,0,0,0,502607,0,0,0,0,0,0,0,0,739,920.52,40296,20370.59,0,0,4014,15631.96,0,0
690,01-02-2023,Private Sector Banks,Nainital Bank,0,0,0,0,0,0,0,203344,0,0,0,0,0,0,0,0,25514,46314.97,13789,30799.09,0,0,89346,416047.11,21,14
691,01-02-2023,Small Finance Banks,North East Small Finance Bank,10,1,0,0,0,0,0,384306,0,0,0,0,0,0,0,0,13716,18526.03,0,0,0,0,54966,219627.45,0,0
692,01-02-2023,Payment Banks,Paytm Payments Bank,1,62,591989,0,0,28699656,0,37907439,0,0,0,0,0,0,0,0,432092,536254.84,1120770,1788161.33,0,0,1459822,5953971.4,0,0
693,01-02-2023,Public Sector Banks,Punjab & Sind Bank,807,21,996,357,1095,35734,0,3688282,0,0,0,0,0,0,0,0,594623,1327269.37,117159,384077.76,0,0,1499413,7013109.4,0,0
694,01-02-2023,Public Sector Banks,Punjab National Bank,8165,4698,46082,11265,627219,94635,330596,41106028,441492,1512838.95,182271,699052.3,0,0,4414,14279.43,6195621,13903229.05,2881319,5980761.48,0,0,26664323,133114136.8,0,0
695,01-02-2023,Private Sector Banks,RBL Bank,373,39,879893,0,47453,76133,4364662,1581303,6479739,28447800.15,2959194,23010713.57,0,0,39501,132035.49,239053,529623.94,100379,449691.05,93,4378.42,597799,2981974.07,0,0
696,01-02-2023,Foreign Banks,SBM Bank India,0,0,0,364192,0,0,1032427,568106,471457,1870988.77,1101696,4108542.69,0,0,43139,262121.92,40720,62774.79,26276,77793.52,0,0,76771,191956.84,0,0
697,01-02-2023,Small Finance Banks,Shivalik Small Finance Bank,30,1,0,279,0,0,0,83898,0,0,0,0,0,0,0,0,5887,12218.07,4416,15025.25,0,0,35706,190393.5,0,0
